name,address,city,district,project_name,investor,price,area,bedroom,post_date,expiration_date,,,,,,,
"Tôi bán giá này chắc chả ai tin. Chính chủ bán CH 131m2 giá 26tr/m2 tại FLC 36PH, LH 0971586583","FLC Complex Phạm Hùng, 36, Đường Phạm Hùng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,FLC Complex 36 Phạm Hùng,Công ty Cổ phần Tập đoàn FLC,3.4,131,3,13/12/2021,20/12/2021,,,,,,,
"Bán căn hộ Flora Anh Đào, căn góc có ban công DT 67m2, 2PN, 2WC, full nội thất, hỗ trợ vay 70%","Dự án Flora Anh Đào, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Flora Anh Đào,Công ty CP Đầu tư Nam Long,2.2,67,2,17/12/2021,25/12/2021,,,,,,,
Chính chủ bán căn góc 106m2 tầng cao View nội khu thuộc tòa CT4 giá rẻ hơn cả 95m2. LH 0971586583,"Dự án Eco Green City, Đường Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội",Hà Nội,Thanh Trì,Eco Green City,Công ty TNHH Bất động sản và Xây dựng Việt Hưng,3.1,106,3,13/12/2021,20/12/2021,,,,,,,
"Cần vốn kinh doanh bán gấp các căn hộ tại Vinhomes Gardenia giá rẻ nhất thị trường, LH 0329 339 998","Dự án Vinhomes Gardenia, Đường Hàm Nghi, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội.",Hà Nội,Nam Từ Liêm,Vinhomes Gardenia,Tập đoàn Vingroup,2.8,74.18,2,13/12/2021,20/12/2021,,,,,,,
"Chính chủ bán gấp căn hộ PN - Techcons, Phú Nhuận DT 138m2 3PN, căn góc. Liên hệ Hiếu: 0932.192.039","Dự án PN-Techcons, Đường Hoa Sứ, Phường 2, Phú Nhuận, Hồ Chí Minh",Hồ Chí Minh,Phú Nhuận,PN-Techcons,Công ty CP Kỹ thuật Xây dựng Phú Nhuận,0,138,3,17/12/2021,24/12/2021,,,,,,,
Căn cuối cùng thuộc tầng trung (16) trong phân khúc diện tích 55m2 tại FLC 36 Phạm Hùng. 0971586583,"FLC Complex Phạm Hùng, 36, Đường Phạm Hùng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,FLC Complex 36 Phạm Hùng,Công ty Cổ phần Tập đoàn FLC,1.75,55,2,13/12/2021,20/12/2021,,,,,,,
"Rẻ nhất trong phân phúc 75m2 chi 2tỷ1 vào ở ngay tại Eco Dream. 2PN 2VS full đồ, 0971586583","Dự án Eco Dream, Đường Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội",Hà Nội,Thanh Trì,Eco Dream Nguyễn Xiển,Công ty TNHH Bất động sản và Xây dựng Việt Hưng,2.1,75,2,13/12/2021,20/12/2021,,,,,,,
"Cần bán 3 căn The K Park, 2 PN, 58m2 và 68m2 full đồ","Dự án The K Park, Đường Lê Trọng Tấn, Phường Phúc La, Hà Đông, Hà Nội",Hà Nội,Hà Đông,The K Park,Gồm 3 tòa chung cư và nhà liền kề,1.799,58,2,17/12/2021,24/12/2021,,,,,,,
"Vip - Chính chủ bán căn hộ 85m2, 2 phòng ngủ 2 vệ sinh tại Sapphire Place chỉ 2.6 tỷ. 0971586583","Dự án Sapphire Palace, Phố Chính Kinh, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,Sapphire Palace,Công ty CP Đầu tư và Kinh doanh Bất động sản Hà Nội Sông Hồng,2.5,85,2,13/12/2021,20/12/2021,,,,,,,
"Duy nhất 220tr sở hữu ngay căn 2PN - Haven park - Ecopark Hưng Yên, CK 20% duy nhất trong tháng 12","Dự án Haven Park Residences, Xã Xuân Quan, Văn Giang, Hưng Yên",Hưng Yên,Văn Giang,Haven Park Residences,Công ty Cổ phần Tập đoàn Ecopark,0,64,2,17/12/2021,27/12/2021,,,,,,,
"Bán gấp căn hộ Flora Anh Đào, Quận 9, DT 55m2, 1 phòng ngủ, 1WC, giá 1.7 tỷ, LH 0909113585","Flora Anh Đào, 619, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Flora Anh Đào,Công ty CP Đầu tư Nam Long,1.7,55,1,17/12/2021,25/12/2021,,,,,,,
"Tôi muốn bán gấp căn hộ 78m2 tòa A - The Garden Hill 99 Trần Bình, 2PN, 2WC, tầng 21. 0971586583","Dự án The Garden Hills - 99 Trần Bình, Phố Trần Bình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,The Garden Hills - 99 Trần Bình,Công ty CP Xây dựng và Phát triển Hạ tầng Đô thị - BID Việt Nam,2.48976,78,2,13/12/2021,20/12/2021,,,,,,,
"Bán căn hộ Flora Fuji Quận 9, 66m2, 2 phòng ngủ, 2WC nội thất cơ bản giá 2.25 tỷ, ĐT 0772444888","Dự án Fuji Residence, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Fuji Residence,Công ty CP Đầu tư Nam Long,2.25,66,2,17/12/2021,25/12/2021,,,,,,,
"CC bán căn góc 95m2 tầng trung thuộc CT3 Eco Green, cửa ĐB ban công TN - ĐN cực mát. 0971586583","Dự án Eco Green City, Đường Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội",Hà Nội,Thanh Trì,Eco Green City,Công ty TNHH Bất động sản và Xây dựng Việt Hưng,2.945,95,3,13/12/2021,20/12/2021,,,,,,,
"Bán căn 1 phòng ngủ 48.58m2 tại Nguyễn Văn Cừ, Long Biên chuẩn bị nhận nhà","Dự án Berriver Long Biên, Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",Hà Nội,Long Biên,Berriver Long Biên,Công ty CP Đầu tư Xây dựng số 9 Hà Nội,1.984,48.58,1,10/12/2021,17/12/2021,,,,,,,
"Chính chủ bán gấp căn hộ tầng trung (16) diện tích 116m2, 3PN - 2VS cửa ĐN ban công TB. 0971586583","Dự án Diamond Flower Tower, Phố Hoàng Đạo Thúy, Phường Nhân Chính, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,Diamond Flower Tower,Công ty CP Đầu tư và Phát triển nhà số 6 Hà Nội,4.35,116,3,13/12/2021,20/12/2021,,,,,,,
"Em Mai chuyên bán căn hộ 110m2 Tresor Q.4 3PN, view Bitexco nhà cực đẹp. Giá 8,1 tỷ - 0909.614.569","Dự án The Tresor, Đường Bến Vân Đồn, Phường 12, Quận 4, Hồ Chí Minh",Hồ Chí Minh,Quận 4,The Tresor,Novaland Group,8.1,110,3,17/12/2021,24/12/2021,,,,,,,
"Căn hộ 113m2 - 3PN, tầng trung thoáng, chiết khẩu 7% GTCH, quà tặng 3 chỉ vàng","Dự án Berriver Long Biên, Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",Hà Nội,Long Biên,Berriver Long Biên,Công ty CP Đầu tư Xây dựng số 9 Hà Nội,4.294,113,3,10/12/2021,17/12/2021,,,,,,,
"CC bán căn góc 95m2 tầng trung thuộc CT3 Eco Green, cửa ĐB ban công TN - ĐN cực mát. 0971586583","Dự án Eco Green City, Đường Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội",Hà Nội,Thanh Trì,Eco Green City,Công ty TNHH Bất động sản và Xây dựng Việt Hưng,2.945,95,3,13/12/2021,20/12/2021,,,,,,,
"Bán căn 1 phòng ngủ 48.58m2 tại Nguyễn Văn Cừ, Long Biên chuẩn bị nhận nhà","Dự án Berriver Long Biên, Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",Hà Nội,Long Biên,Berriver Long Biên,Công ty CP Đầu tư Xây dựng số 9 Hà Nội,1.984,48.58,1,10/12/2021,17/12/2021,,,,,,,
"Chính chủ bán gấp căn hộ tầng trung (16) diện tích 116m2, 3PN - 2VS cửa ĐN ban công TB. 0971586583","Dự án Diamond Flower Tower, Phố Hoàng Đạo Thúy, Phường Nhân Chính, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,Diamond Flower Tower,Công ty CP Đầu tư và Phát triển nhà số 6 Hà Nội,4.35,116,3,13/12/2021,20/12/2021,,,,,,,
"Em Mai chuyên bán căn hộ 110m2 Tresor Q.4 3PN, view Bitexco nhà cực đẹp. Giá 8,1 tỷ - 0909.614.569","Dự án The Tresor, Đường Bến Vân Đồn, Phường 12, Quận 4, Hồ Chí Minh",Hồ Chí Minh,Quận 4,The Tresor,Novaland Group,8.1,110,3,17/12/2021,24/12/2021,,,,,,,
"Căn hộ 113m2 - 3PN, tầng trung thoáng, chiết khẩu 7% GTCH, quà tặng 3 chỉ vàng","Dự án Berriver Long Biên, Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",Hà Nội,Long Biên,Berriver Long Biên,Công ty CP Đầu tư Xây dựng số 9 Hà Nội,4.294,113,3,10/12/2021,17/12/2021,,,,,,,
"Chính chủ bán nhanh căn tầng trung 73m2, 2PN, 2VS giá 1tỷ8 thuộc toà T2 chung cư TSQ. 0971586583","Dự án Làng Việt Kiều Châu Âu Euroland, Đường Mỗ Lao, Phường Mỗ Lao, Hà Đông, Hà Nội",Hà Nội,Hà Đông,Làng Việt Kiều Châu Âu Euroland,Công ty TSQ Việt Nam,1.825,73,2,13/12/2021,20/12/2021,,,,,,,
Căn hộ 2phòng Diamond Alnata Plus thuộc Celadon City view biển cực chất thanh toán chậm 0% lãi suất,"Dự án Celadon City, Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",Hồ Chí Minh,Tân Phú,Celadon City,Công ty TNHH Gamuda Land Việt Nam,5.28,85.4,2,17/12/2021,27/12/2021,,,,,,,
"Chính chủ bán căn 104m2 cửa Đông ban công Nam siêu mát full nội thất chỉ 3,5 tỷ. LH 0971586583","Dự án Mỹ Đình Plaza 2, Đường Nguyễn Hoàng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,Mỹ Đình Plaza 2,Công ty CP Xây lắp Điện 1,3.5,104,3,13/12/2021,20/12/2021,,,,,,,
Bán nhanh căn 2 ngủ full đồ đẹp tòa C3 CCCC Vinhomes D'capitale Trần Duy Hưng giá rẻ nhất dự án,"Dự án Vinhomes D'Capitale, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",Hà Nội,Cầu Giấy,Vinhomes D'Capitale,Tân Hoàng Minh Group,3.9,77,2,17/12/2021,24/12/2021,,,,,,,
"Bán gấp căn hộ tại Gia Hòa, 66m2 giá 2.45 tỷ, căn góc 68m2 giá 2.75 tỷ, 110m2 giá 3.7 tỷ có sổ rồi","Dự án The Art Gia Hòa, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,The Art,Công ty TNHH Xây dựng - Kinh doanh nhà Gia Hòa,2.45,66,2,17/12/2021,25/12/2021,,,,,,,
"Chính chủ bán căn hộ 75m2 - 2PN, 2VS full nội thất cao cấp tại chung cư Florence. 0971586583","Florence Mỹ Đình, 28, Đường Trần Hữu Dực, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,Florence Mỹ Đình,Công ty CP Xây dựng Phục Hưng Holdings,2.7,75,2,13/12/2021,20/12/2021,,,,,,,
"Căn hộ 2,5 tỷ 74m2 giảm giá còn 1.6 tỷ mặt tiền Xa Lộ Hà Nội cam kết lãi tối thiểu 1 tỷ, 0919860092","Dự án Biên Hoà Universe Complex, Đường Xa Lộ Hà Nội, Phường Hố Nai, Biên Hòa, Đồng Nai",Đồng Nai,Biên Hòa,Biên Hoà Universe Complex,Công ty TNHH Việt Thuận Thành,2.5,74,2,17/12/2021,24/12/2021,,,,,,,
"Bán căn 3 ngủ giá 4,1 tỷ CCCC Vinhomes D'capitale Trần Duy Hưng view đẹp full đồ. LH 0971567988","Dự án Vinhomes D'Capitale, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",Hà Nội,Cầu Giấy,Vinhomes D'Capitale,Tân Hoàng Minh Group,4.1,85,3,17/12/2021,24/12/2021,,,,,,,
"Bán căn hộ Rivergate Q4, 3PN - 2WC 93m2 view sông - Giá 5,9 tỷ - LH hỗ trợ xem nhà 0909.614.569","River Gate, 151 - 155, Đường Bến Vân Đồn, Phường 6, Quận 4, Hồ Chí Minh",Hồ Chí Minh,Quận 4,River Gate,Novaland Group,5.9,93,3,17/12/2021,24/12/2021,,,,,,,
"Tổng hợp bán CH Moonlight Residences nhà mới bàn giao 2PN, 2.6 tỷ vay NH tối đa xem nhà 0938074203","Dự án Moonlight Residences, Đường Đặng Văn Bi, Phường Bình Thọ, Thủ Đức, Hồ Chí Minh",Hồ Chí Minh,Thủ Đức,Moonlight Residences,Công ty CP Tập đoàn Hưng Thịnh,2.6,65,2,17/12/2021,25/12/2021,,,,,,,
"Cần bán gấp căn hộ chung cư Satra Phú Nhuận, 150m2, 3PN, full NT. Giá 6,5 tỷ, LH: 0932.192.039 Hiếu","Dự án Satra Eximland, Phố Phan Đăng Lưu, Phường 1, Phú Nhuận, Hồ Chí Minh",Hồ Chí Minh,Phú Nhuận,Cao ốc Satra - Eximland,Công ty CP Bất động sản Eximland,6.5,150,3,17/12/2021,24/12/2021,,,,,,,
"Giảm giá từ 753 triệu sở hữu CH MT Xa Lộ Hà Nội căn 2.3tỷ giảm còn 1.481tỷ 2PN + 2WC, 0908207092","Dự án Biên Hoà Universe Complex, Đường Xa Lộ Hà Nội, Phường Hố Nai, Biên Hòa, Đồng Nai",Đồng Nai,Biên Hòa,Biên Hoà Universe Complex,Công ty TNHH Việt Thuận Thành,0,65,2,17/12/2021,24/12/2021,,,,,,,
Chính chủ bán căn 133m2 tầng trung tháp 2 giá 27tr bao phí (Giá thật) không đăng ảo lấy data khách,"Dự án Dolphin Plaza, Phố Trần Bình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,Dolphin Plaza,Công ty CP TID,3.591,133,3,13/12/2021,20/12/2021,,,,,,,
"Cần bán căn hộ 2PN Millennium Q4 - View Bến Vân Đồn 74m2, giá 5.6 tỷ - 0909.614.569","Dự án Masteri Millennium, Đường Bến Vân Đồn, Phường 6, Quận 4, Hồ Chí Minh",Hồ Chí Minh,Quận 4,Masteri Millennium,2 tòa tháp cao 34 tầng,5.6,74,2,17/12/2021,24/12/2021,,,,,,,
"Cần bán gấp căn hộ chung cư Satra Phú Nhuận, 150m2, 3PN, full NT. Giá 6,5 tỷ, LH: 0932.192.039 Hiếu","Dự án Satra Eximland, Phố Phan Đăng Lưu, Phường 1, Phú Nhuận, Hồ Chí Minh",Hồ Chí Minh,Phú Nhuận,Cao ốc Satra - Eximland,Công ty CP Bất động sản Eximland,6.5,150,3,17/12/2021,24/12/2021,,,,,,,
"Giảm giá từ 753 triệu sở hữu CH MT Xa Lộ Hà Nội căn 2.3tỷ giảm còn 1.481tỷ 2PN + 2WC, 0908207092","Dự án Biên Hoà Universe Complex, Đường Xa Lộ Hà Nội, Phường Hố Nai, Biên Hòa, Đồng Nai",Đồng Nai,Biên Hòa,Biên Hoà Universe Complex,Công ty TNHH Việt Thuận Thành,0,65,2,17/12/2021,24/12/2021,,,,,,,
Chính chủ bán căn 133m2 tầng trung tháp 2 giá 27tr bao phí (Giá thật) không đăng ảo lấy data khách,"Dự án Dolphin Plaza, Phố Trần Bình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,Dolphin Plaza,Công ty CP TID,3.591,133,3,13/12/2021,20/12/2021,,,,,,,
"Cần bán căn hộ 2PN Millennium Q4 - View Bến Vân Đồn 74m2, giá 5.6 tỷ - 0909.614.569","Dự án Masteri Millennium, Đường Bến Vân Đồn, Phường 6, Quận 4, Hồ Chí Minh",Hồ Chí Minh,Quận 4,Masteri Millennium,2 tòa tháp cao 34 tầng,5.6,74,2,17/12/2021,24/12/2021,,,,,,,
"Chính chủ bán căn 99m2 ban công ĐN, 3PN, 2VS tại dự án Season Avennue - Singapore giữa lòng Hà Nội","Dự án Seasons Avenue, Đường Mỗ Lao, Phường Mỗ Lao, Hà Đông, Hà Nội",Hà Nội,Hà Đông,Seasons Avenue,Tập đoàn CapitaLand,3.64914,99,3,13/12/2021,20/12/2021,,,,,,,
Lạm phát đạt đỉnh thì $ bỏ vào đâu?!? HT Pearl - Chính sách mua nhà dễ dàng,"Dự án HT Pearl, Đường Tân Hòa, Phường Đông Hòa, Dĩ An, Bình Dương",Bình Dương,Dĩ An,HT Pearl,2 block 36 tầng,2.5,100,3,13/12/2021,20/12/2021,,,,,,,
SỞ HỮU NHÀ VỚI TIỆN ÍCH 5 SAO CHỈ TỪ 400 TRIỆU,"Dự án Hoàng Huy Commerce, Lê Chân, Hải Phòng",Hải Phòng,Lê Chân,Hoàng Huy Commerce,Công ty CP Đầu tư Dịch vụ Tài chính Hoàng Huy,2.7,72,2,17/12/2021,01/01/2022,,,,,,,
"Bán gấp căn hộ Flora Fuji Quận 9, DT 55m2 (1PN + 1, 1WC), giá 1.8 tỷ LH ngay 0909113585","Dự án Fuji Residence, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Fuji Residence,Công ty CP Đầu tư Nam Long,1.8,55,1,17/12/2021,25/12/2021,,,,,,,
Rổ hàng 23 căn cuối cùng trực tiếp từ CĐT Central Premium Q8-Chương trình ưu đãi lớn cuối năm 2021,"Central Premium, 854, Phố Tạ Quang Bửu, Phường 5, Quận 8, Hồ Chí Minh",Hồ Chí Minh,Quận 8,Central Premium,Công ty CP Quốc Cường Gia Lai,4.5,87,3,17/12/2021,24/12/2021,,,,,,,
"Chính chủ bán căn 75m2 tầng trung ban công ĐN nội thất cơ bản giá 1,9tỷ bao phí sang tên 0971586583","Dự án CT36 - Dream Home, Đường Nguyễn Cảnh Dị, Phường Định Công, Hoàng Mai, Hà Nội",Hà Nội,Hoàng Mai,CT36 - Dream Home,Tổng công ty 36 - Bộ quốc phòng,1.9,75,2,13/12/2021,20/12/2021,,,,,,,
"Chính chủ bán căn 80m2 - 3PN, 2VS full nội thất tầng trung căn góc, giá 2,6 tỷ. LH 0971586583","Dự án Kim Văn Kim Lũ, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội",Hà Nội,Hoàng Mai,Khu đô thị Kim Văn - Kim Lũ (Golden Silk),Công ty CP Xây dựng số 2 - Vinaconex2,2.6,80,3,13/12/2021,20/12/2021,,,,,,,
"Chính chủ bán CH tầng trung, căn góc, view siêu đẹp không bị chắn, tòa C Golden Land. 0971586583","Golden Land, 275, Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,Golden Land,Công ty CP Đầu tư Dịch vụ Tài chính Hoàng Huy,3.96,132,3,14/12/2021,21/12/2021,,,,,,,
"Cần bán CH Flora Anh Đào (đã có sổ hồng) 55m2, 1PN + 1,68 tỷ; 65m2, 2PN, 2WC, 1.9tỷ, LH: 0919880840","Dự án Flora Anh Đào, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Flora Anh Đào,Công ty CP Đầu tư Nam Long,1.68,55,2,17/12/2021,24/12/2021,,,,,,,
"Chính chủ bán căn 55,4m2 2PN, 1VS. Tầng trung, full đồ tại FLC Complex, giá 1.68 tỷ, LH 0971586583","Dự án FLC Complex Phạm Hùng, Đường Phạm Hùng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,FLC Complex 36 Phạm Hùng,Công ty Cổ phần Tập đoàn FLC,1.68,54.5,2,14/12/2021,21/12/2021,,,,,,,
"Ra mắt dự án Heritage Westlake Tây Hồ. Siêu phẩm căn hộ hạng sang, view trọn Hồ Tây","Heritage Westlake, 677, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội",Hà Nội,Tây Hồ,Heritage Westlake,Tập đoàn CapitaLand,0,92,2,13/12/2021,20/12/2021,,,,,,,
Giỏ hàng tháng 12/2021 KĐT Sala. Anh Chị gọi em để có được nhiều sự lựa chọn 090 6899 432,"Dự án Đại Quang Minh, Đường Mai Chí Thọ, Phường An Lợi Đông, Quận 2, Hồ Chí Minh",Hồ Chí Minh,Quận 2,Đại Quang Minh,Công ty CP Đầu tư Địa ốc Đại Quang Minh,8.2,92,2,17/12/2021,24/12/2021,,,,,,,
"Phương Đông Green Park - căn hộ 2PN 1,75 tỷ duy nhất Q. Hoàng Mai, hỗ trợ trả góp. LH 0968452627","Green Park Trần Thủ Độ, số 1, Đường Trần Thủ Độ, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",Hà Nội,Hoàng Mai,Green Park Trần Thủ Độ,Công ty TNHH MTV đầu tư Phương Đông,1.75,52,2,11/12/2021,18/12/2021,,,,,,,
"Bán gấp 2 căn hộ 78m2 và 120m2, sổ đỏ chính chủ tại Vinhome Gardenia. 0966866925","Dự án Vinhomes Gardenia, Đường Hàm Nghi, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,Vinhomes Gardenia,Tập đoàn Vingroup,2.7,78,2,17/12/2021,25/12/2021,,,,,,,
Vô địch về giá tại Rose Town 79 Ngọc Hồi. Gọi ngay 0968452627,"Rose Town, 79, Đường Ngọc Hồi, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",Hà Nội,Hoàng Mai,Rose Town,Công ty CP Đầu tư và Xây dựng Xuân Mai,0,65,2,11/12/2021,18/12/2021,,,,,,,
"Bán gấp căn hộ 2PN, 86,55m2 chung cư cao cấp Hateco Laroma Huỳnh Thúc Kháng","Dự án Hateco Laroma, Đường Huỳnh Thúc Kháng, Phường Láng Thượng, Đống Đa, Hà Nội",Hà Nội,Đống Đa,Hateco Laroma,Công ty CP Đầu tư Hạ tầng và Công trình Kiến trúc Hà Nội,5.9,86.55,2,17/12/2021,24/12/2021,,,,,,,
"Phương Đông Green Park - căn hộ 2PN 1,75 tỷ duy nhất Q. Hoàng Mai, hỗ trợ trả góp. LH 0968452627","Green Park Trần Thủ Độ, số 1, Đường Trần Thủ Độ, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",Hà Nội,Hoàng Mai,Green Park Trần Thủ Độ,Công ty TNHH MTV đầu tư Phương Đông,1.75,52,2,11/12/2021,18/12/2021,,,,,,,
"Bán gấp 2 căn hộ 78m2 và 120m2, sổ đỏ chính chủ tại Vinhome Gardenia. 0966866925","Dự án Vinhomes Gardenia, Đường Hàm Nghi, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,Vinhomes Gardenia,Tập đoàn Vingroup,2.7,78,2,17/12/2021,25/12/2021,,,,,,,
Vô địch về giá tại Rose Town 79 Ngọc Hồi. Gọi ngay 0968452627,"Rose Town, 79, Đường Ngọc Hồi, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",Hà Nội,Hoàng Mai,Rose Town,Công ty CP Đầu tư và Xây dựng Xuân Mai,0,65,2,11/12/2021,18/12/2021,,,,,,,
"Bán gấp căn hộ 2PN, 86,55m2 chung cư cao cấp Hateco Laroma Huỳnh Thúc Kháng","Dự án Hateco Laroma, Đường Huỳnh Thúc Kháng, Phường Láng Thượng, Đống Đa, Hà Nội",Hà Nội,Đống Đa,Hateco Laroma,Công ty CP Đầu tư Hạ tầng và Công trình Kiến trúc Hà Nội,5.9,86.55,2,17/12/2021,24/12/2021,,,,,,,
"Căn hộ 1PN - Masteri An Phú, DT: 54m2, đã có sổ - Giá 3.5 tỷ","Dự án Masteri An Phú, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Hồ Chí Minh,Quận 2,Masteri An Phú,Masterise Group,3.5,54,1,11/12/2021,18/12/2021,,,,,,,
Căn hộ NT siêu sang 110m2 3PN River Gate Q4 - 7.8 tỷ - LH e Mai hỗ trợ xem nhà 0909.614.569,"River Gate, 151 - 155, Đường Bến Vân Đồn, Phường 6, Quận 4, Hồ Chí Minh",Hồ Chí Minh,Quận 4,River Gate,Novaland Group,7.8,110,3,17/12/2021,24/12/2021,,,,,,,
"CC Lavita Charm có vài căn hộ bán 1PN, 2PN, hỗ trợ vay và bao thuế phí, LH: 0918541898","Dự án Lavita Charm, Đường 1, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",Hồ Chí Minh,Thủ Đức,Lavita Charm,Công ty CP Tập đoàn Hưng Thịnh,0,51,2,17/12/2021,25/12/2021,,,,,,,
Cần tiền bán gấp căn hộ 87m2 2PN sáng tại tòa T5 Times City,"Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Hà Nội,Hai Bà Trưng,Times City,Tập đoàn Vingroup,3.5,87,2,17/12/2021,24/12/2021,,,,,,,
"Bán căn hộ New Galaxy ngay làng Đại Học Thủ Đức giá 30tr/m2, CK (4+18)%+5% hoàn tiền. LH 0908207092","Dự án New Galaxy, Đường Thống Nhất, Phường Đông Hòa, Dĩ An, Bình Dương",Bình Dương,Dĩ An,Căn hộ New Galaxy,"6 block cao 19 tầng, 1 tầng hầm",1.53,30,1,17/12/2021,24/12/2021,,,,,,,
